,Id,Name,Description,Modified,Image URL,URL
37,1009151,Amiko,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/134/amiko?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
38,1010672,Amora,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/136/amora?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
39,1010673,Amphibian (Earth-712),,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/137/amphibian?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
40,1010905,Amun,"Amun is a ruthless teenage assassin, employed by the Sisterhood of the Wasp to serve under the mage Vincent after Araña interrupted the ritual to initiate the Wasp's new chosen one.",1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/140/amun?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
41,1009152,Ancient One,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg,http://marvel.com/characters/145/ancient_one?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
42,1016824,Ancient One (Ultimate),,2012-07-10T19:15:49-0400,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/145/ancient_one?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
43,1011396,Angel (Thomas Halloway),,2014-03-05T13:14:48-0500,http://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f.jpg,http://marvel.com/comics/characters/1011396/angel_thomas_halloway?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
44,1011338,Angel (Ultimate),,2014-03-05T13:15:49-0500,http://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg,http://marvel.com/characters/1/angel?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
45,1009153,Angel (Warren Worthington III),,2012-05-30T14:06:57-0400,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/1/angel?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
46,1017574,Angela (Aldrif Odinsdottir),,2014-11-17T17:45:37-0500,http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,http://marvel.com/comics/characters/1017574/angela_aldrif_odinsdottir?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
47,1010674,Anita Blake,,2004-04-14T00:00:00-0400,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg,http://marvel.com/characters/3428/anita_blake?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
48,1009346,Anne Marie Hoag,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/2714/anne_marie_hoag?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
