Nombre,Modelo,Marca,Precio,Descripcion,Url IMG
FOLDER TAMAÑO CARTA COLOR BITONO ROJO,C0050 1/2 RJ,PENDAFLEX,5.26,FOLDER TAMAÑO CARTA BITONO INTERIOR Y EXTERIOR CON 1/2 CEJA PUNTAS RECTAS Y PRESUAJADO SUPERIOR Y LATERAL PARA BROCHE DE 8 CMS MEDIDAS 22 X 29.5 CMS CAJA CON 50 PIEZAS COLOR ROJO MODELO C0050 1/2 RJ PENDAFLEX,https://henki.com.mx/erp/shared_resources/productos/PEN-FOLDOB-2406.jpg
SUMADORA CASIO 12 DIGITOS BICOLOR NEGRO/ROJO,HR-170RC,CASIO,1195.73,"CALCULADORA CON IMPRESOR, PANTALLA EXTRAGRANDE DE LCD 12 DIGITOS MOD.HR-170RC, REIMPRESION DE TICKET, 2.0 LINEAS POR SEGUNDO BICOLOR NEGRO / ROJO. BATERIAS ( 4 AA ) Y ELIMINADOR INCLUIDOS, CONSUMIBLE IR-40T, SELECTOR DECIMAL Y REDONDEO. 64.6 X 165 X 295 ",https://henki.com.mx/erp/shared_resources/productos/2407.jpg
GUILLOTINA LOHNOS C-35,C-35,LOHNOS,1236.1,"GUILLOTINA LOHNOS MODELO C-35 MEDIDA 35 X 30 CM BASE MADERA COLOR ROJO CUADRICULADA EN CENTIMETROS DISEÑO DE ALTA RESISTENCIA, SOPORTES DE GOMA ANTIDESLIZANTES.",https://henki.com.mx/erp/shared_resources/restore/1119qnusgzt4tn.png
CARPETA NEGRA PANORAMICA OKAMI T/CARTA HERRAJE D 1 1/2 PULGADAS,OKAMICTANE11/2D,OKAMI,63.11,"CARPETA NEGRA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 1 1/2 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE MATE, CON  SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/restore/1120slnn9hkpk5.jpg
CARPETA NEGRA PANORAMICA OKAMI T/CARTA HERRAJE D 3 PULGADAS,OKAMICTANE3D,OKAMI,100.17,CARPETA NEGRA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 3 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/1121rs9hkgkps0.jpg
CARPETA NEGRA PANORAMICA OKAMI T/CARTA HERRAJE D 4 PULGADAS,OKAMICTANE4D,OKAMI,123.25,CARPETA NEGRA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 4 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE MATE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/112236vltr64ls.jpg
BLOCK DE REMISION ESQUELA DUPLICADO RAYTER,08REMESD,RAYTER,20.09,"BLOCK DE REMISION ESQUELA DUPLICADO RAYTER MEDIDA 14 X 21.5 CM, PAPEL BOND BLANCO 56 G/M2 BLOCK CON 22 JUEGOS ORIGINAL Y COPIA ",https://henki.com.mx/erp/shared_resources/productos/RAY-BLODE-2415.jpg-.jpg
BOLIGRAFO BIC CRISTAL BOLD FASHION ,BIC,BIC,,BOLIGRAFO BIC CRISTAL BOLD FASHION CON 4 COLORES PUNTO EXTRA GRUESO 1.6 MM,https://henki.com.mx/erp/shared_resources/productos/271.jpg
PIZARRON BLANCO ARGOS 120 CENTIMETROS X 180 CENTIMETROS,110,ARGOS,1561.82,PIZARRON BLANCO ARGOS 120 CM X 180 CM MARCO DE ALUMINIO CON PORTA MARCADOR,https://henki.com.mx/erp/shared_resources/productos/ARG-PIZBLA-2417.jpg
DIRECTORIO TELEFONICO OFI-PRO INDUSTRIAL NEGRO,3362-84 ,OFI-PRO,198.0,DIRECTORIO TELEFONICO DE VINYL OFI-PRO INDUSTRIAL NEGRO CON ESPIRAL 240 PAGINAS MEDIDA 14.7 X 21 CM GRAMAJE DEL PAPEL 75 G/ 37 KG,https://henki.com.mx/erp/shared_resources/productos/OFI-DIRTEL-2418.jpg-.jpg
GRAPA USO RUDO EAGLE 1/2 PULGADA,2313,RIHAN,34.42,GRAPA USO RUDO RIHAN 1/2 PULGADA 12.7 MM PARA 80 HOJAS MODELO 2313 EAGLE CAJA CON 1000 GRAPAS,https://henki.com.mx/erp/shared_resources/productos/1RIH-GRAUSO-2422.jpg-.jpg
GRAPA USO RUDO EAGLE 5/8 PULGADA,2317,RIHAN,48.86,GRAPA USO RUDO RIHAN 5/8 PULGADA 17 MM PARA 130 HOJAS MODELO 2317 EAGLE CAJA CON 1000 GRAPAS,https://henki.com.mx/erp/shared_resources/productos/1RIH-GRAUSO-2423.jpg-.jpg
FOLDER TAMAÑO OFICIO COLOR AZUL,11212,BEROKY,2.21,FOLDER TAMAÑO OFICIO EN CARTULINA DE 175 GRAMOS CON MEDIA CEJA Y PUNTAS RECTAS MEDIDAS 24.5 X 34.5 CMS CAJA CON 100 PIEZAS COLOR AZUL BEROKY,https://henki.com.mx/erp/shared_resources/productos/BER-FOLTAM-2424.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE D 1 PULGADA,OKAMIOFI1D,OKAMI,62.72,CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 1 PULGADA HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/1124j4rchrkil6.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE D 2 PULGADAS,OKAMIOFI2D,OKAMI,87.57,CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 2 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/1125zexmp7h1vf.jpg
FOLDER COLGANTE TAMAÑO OFICIO AMARILLO,93509,PENDAFLEX,310.68,FOLDER TAMAÑO OFICIO COLGANTE EN PAPEL 100% RECICLADO CEJA 1/5 MEDIDAS 23.5 X 37.5 CMS CAJA CON 25 FOLDERS 25 JINETES Y 25 ETIQUETAS PERSONALIZABLES COLOR AMARILLO MODELO 93509 OXFORD PENDAFLEX,https://henki.com.mx/erp/shared_resources/productos/PEN-FOLCOL-2434.jpg
DESPACHADOR NOTAS POP-UP Y BANDERITAS,DS100,3M,,DESPACHADOR DE NOTAS POP-UP Y BANDERITAS MODELO DS100 70005282622 3M POST-IT,https://henki.com.mx/erp/shared_resources/productos/DS100.jpg
BARRA DE PLASTILINA BLANCO PELIKAN,06700118,PELIKAN,10.3,BARRA DE PLASTILINA PELIKAN BLANCO DE 180 GRS,https://henki.com.mx/erp/shared_resources/productos/PELIKANB.jpg
ARILLO METALICO NEGRO 1 1/4 PULGADA TLG,TLG 1 1/4,TLG,104.3,ARILLO DOBLE METALICO 1 1/4 PULGADAS COLOR NEGRO TLG CON 12 PIEZAS CAPACIDAD 300 HOJAS,https://henki.com.mx/erp/shared_resources/productos/290 1 1-4.jpg
ARILLO METALICO NEGRO 9/16 TLG CON 55 PZAS,TLG9/16,TLG,141.98,ARILLO DOBLE METALICO PASO 3:1 9/16 PULGADA COLOR NEGRO TLG CAJA CON 55 PIEZAS CAPACIDAD 135 HOJAS,https://henki.com.mx/erp/shared_resources/productos/1296.jpg
ARILLO METALICO NEGRO 3/4 TLG CON 40 PZAS,TLG3/4,TLG,141.98,ARILLO DOBLE METALICO PASO 2:1 3/4 PULGADA COLOR NEGRO TLG CAJA CON 40 PIEZAS CAPACIDAD 170 HOJAS,https://henki.com.mx/erp/shared_resources/productos/2296.jpg
ARILLO METALICO NEGRO 1 PULGADA TLG CON 30 PZAS,TLG1,TLG,141.98,ARILLO DOBLE METALICO PASO 2:1 1 PULGADA COLOR NEGRO TLG CAJA CON 30 PIEZAS CAPACIDAD 225 HOJAS,https://henki.com.mx/erp/shared_resources/productos/4296.jpg
ARILLO METALICO NEGRO 1 1/4 PULGADA TLG CON 22 PZAS,TLG11/4,TLG,141.98,ARILLO DOBLE METALICO PASO 2:1 1 1/4 PULGADA COLOR NEGRO TLG CAJA CON 22 PIEZAS CAPACIDAD 300 HOJAS,https://henki.com.mx/erp/shared_resources/productos/5296.jpg
CARPETA AZUL REY PANORAMICA OKAMI T/CARTA HERRAJE D 2 PULGADAS,OKAMICTAAR2D,OKAMI,74.65,CARPETA AZUL REY PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 2 PULGADAS HERRAJE D TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES USO RUDO,https://henki.com.mx/erp/shared_resources/productos/OFF-CARAZU-2473.jpg
FOLDER CON BROCHE 8 CENTIMETROS TAMAÑO OFICIO AMARILLO,MYP,MYP,8.35,FOLDER TAMAÑO OFICIO EN CARTULINA TIPO PRESSBOARD DE 350 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE 8 CENTIMETROS MEDIDAS 23 X 35 CMS COLOR AMARILLO MYP,https://henki.com.mx/erp/shared_resources/productos/12478.jpg
MICA ADHERIBLE TRANSFER EN ROLLO DE 50 MTS,MAT03R50,TRANSFER,1080.79,ROLLO DE MICA ADHERIBLE TRANSFER EN ROLLO DE 3 PUNTOS MODELO MAT03R50 MEDIDA 66CMS X 50 MTS TRANSPARENTE,https://henki.com.mx/erp/shared_resources/restore/1137wltc3buwk3.png
LAPIZ BICOLOR DELGADO HEXAGONAL BUFFY,BF8611-H,BUFFY,3.13,LAPIZ BICOLOR DELGADO HEXAGONAL BUFFY MODELO BF8611-H NO TOXICO,https://henki.com.mx/erp/shared_resources/restore/1140lkju6ttf11.png
ETIQUETAS BLANCAS PARA LASER AVERY 5160,5160,AVERY,772.32,ETIQUETAS BLANCAS AVERY 5160 PARA LASER MEDIDA 2.5 CM X 6.7 CM  CON 100 HOJAS DE 30 ETIQUETAS POR HOJA,https://henki.com.mx/erp/shared_resources/productos/12500.jpg
GLOBOS PAYASO COLORES SURTIDO No 7,PAYASO,PAYASO,70.67,GLOBOS PAYASO COLORES SURTIDO No 7 CON 100 GLOBOS,https://henki.com.mx/erp/shared_resources/productos/PAYASO7.jpg
GRAPA USO PESADO DE 1/2 PULGADA,SB351/2-1M,STANLEY,41.73,"GRAPA USO PESADO 1/2"" BOSTITCH MODELO SB351/2-1M CAPACIDAD HASTA 85 HOJAS CON 1000 GRAPAS",https://henki.com.mx/erp/shared_resources/productos/11NOIMAGEN.png
PIZARRON DE CORCHO ARGOS 120 x 150 CM,210,ARGOS,1274.38,PIZARRON DE CORCHO ARGOS 120 X 150 CM MARCO DE ALUMINIO,https://henki.com.mx/erp/shared_resources/productos/2534.jpg
GUILLOTINA INGENTO DE 12 PULGADAS (30x25 CMS) RIHAN TY-701,TY-701,RIHAN,839.82,GUILLOTINA INGENTO BASE DE MADERA GRADUADA DE 12 PULGADAS ( 30x25 CMS) RIHAN MODELO TY-701,https://henki.com.mx/erp/shared_resources/productos/2535.jpg
SOBRE BLANCO PARA CD CON VENTANA,TROSA,TROSA,2.78,SOBRE BLANCO PARA CD CON VENTANA DE 90 GRAMOS DE 12.8 X 12.8 CMS TROSA,https://henki.com.mx/erp/shared_resources/productos/2536.jpg
REGLA DE ALUMINIO DE 60 CENTIMETROS,Sin Modelo,PRODUCTOS GM,33.2,REGLA DE ALUMINIO DE 60 CENTIMETROS,https://henki.com.mx/erp/shared_resources/productos/2552.jpg
GRAPA USO PESADO BOSTITCH 3/8,SB353/8-1M,BOSTITCH,31.19,"GRAPA USO PESADO 3/8"" BOSTITCH MODELO SB353/8-1M CAPACIDAD 25 HOJAS CAJA CON 1000 GRAPAS ",https://henki.com.mx/erp/shared_resources/productos/2565.jpg
ETIQUETA ADHESIVA LESA CIRCULAR PLATEADA,153,LESA,23.73,ETIQUETA ADHESIVA LESA CIRCULAR COLOR PLATEADA CON 120 ETIQUETAS DE 16MM,https://henki.com.mx/erp/shared_resources/productos/12576A.jpg
ESCUADRA SEMI-PROFESIONAL BACO SP3245/60 S/G C/B,SP011,BACO,79.79,ESCUADRA SEMI-PROFESIONAL BACO MODELO 32-45/60 SIN GRADUACION Y CON BISEL 45° / 60°,https://henki.com.mx/erp/shared_resources/productos/2588A.jpg
ORGANIZADOR DE ESCRITORIO DE ACRILICO SABLON,3136HU,SABLON,113.85,ORGANIZADOR DE ESCRITORIO SABLON MODELO 3136HU DE ACRILICO COLOR HUMO ,https://henki.com.mx/erp/shared_resources/productos/2589A.jpg
CINTA KORES 123 NEGRA ,123,KORES,57.71,CINTA NEGRA PARA MAQUINA DE ESCRIBIR MECANICA KORES SECRETARY SERIES OLIVETTI DE NYLON MODELO 123 MEDIDAS DE 12.7 MM X 10 MTS ,https://henki.com.mx/erp/shared_resources/productos/2595A.jpg
FOLDER TAMAÑO OFICIO COLOR CREMA,JYL,JYL,2.17,FOLDER TAMAÑO OFICIO EN CARTULINA DE 165 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS MEDIDAS 24.5 X 34.5 CMS CAJA CON 100 PIEZAS COLOR CREMA JYL,https://henki.com.mx/erp/shared_resources/productos/2618.jpg
REPUESTO UNIVERSAL PARA PLUMA FUENTE COLOR AZUL ,20052,INOXCROM,56.4,REPUESTO UNIVERSAL PARA PLUMA FUENTE COLOR AZUL MOD. 20052 INOXCROM CON 10 PIEZAS,https://henki.com.mx/erp/shared_resources/restore/1023dego062cg9.png
FOLDER TAMAÑO CARTA COLOR AZUL,FCA-02,FORTEC,2.55,FOLDER TAMAÑO CARTA EN CARTULINA DE 165 GRAMOS CON 1/2 CEJA Y PUNTAS REDONDEADAS CON DOBLE PERFORACION PARA BROCHE MEDIDAS 21.9 X 29.5 CMS CAJA CON 100 PIEZAS COLOR AZUL MODELO FCC-02 FORTEC,https://henki.com.mx/erp/shared_resources/productos/2630.jpg
SOBRE BOLSA CON RONDANA MANILA EXTRA OFICIO,SOBMRK-OFI,KIP,4.41,SOBRE BOLSA CON RONDANA E HILO PAPEL MANILA DE 105 GRAMOS TAMAÑO EXTRA OFICIO MEDIDA 26 X 34 CMS MODELO SOBMRK-OFI KIP,https://henki.com.mx/erp/shared_resources/productos/2640.jpg
ETIQUETA ADHERIBLE PARA DYMO COLOR BLANCO,30336,DYMO,118.36,ETIQUETA ADHERIBLE PARA DYMO COLOR BLANCO MODELO 30336 MEDIDA 25 MM X 54 MM ROLLO CON 500 ETIQUETAS,https://henki.com.mx/erp/shared_resources/restore/1025nfz7om1oq7.png
CARPETA BLANCA PANORAMICA ACCO T/CARTA HERRAJE O 1/2 PULGADA,P1250,ACCO,64.6,"CARPETA BLANCA PANORAMICA ACCO TAMAÑO CARTA 362 1/2 PULGADA HERRAJE O  MODELO P1250 TRES VENTANAS DE VINYL TRANSPARENTE MATE, SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/2667.jpg
CARPETA BLANCA PANORAMICA ACCO T/CARTA HERRAJE O 2 PULGADA,P0142,ACCO,85.79,"CARPETA BLANCA PANORAMICA ACCO TAMAÑO CARTA 362 2 PULGADA HERRAJE O MODELO P0142 TRES VENTANAS DE VINYL TRANSPARENTE MATE, SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/productos/2669.jpg
CARPETA BLANCA PANORAMICA ACCO T/CARTA HERRAJE D 2 PULGADA,P0246,ACCO,117.55,CARPETA BLANCA PANORAMICA ACCO TAMAÑO CARTA 385 2 PULGADA HERRAJE D MODELO P0246 TRES VENTANAS DE VINYL TRANSPARENTE BRILLANTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/productos/2672.jpg
CARPETA BLANCA PANORAMICA ACCO T/CARTA HERRAJE O 1 1/2 PULGADA,P7148,ACCO,76.37,CARPETA BLANCA PANORAMICA ACCO TAMAÑO CARTA 1 1/2 PULGADA HERRAJE O MODELO P7148 TRES VENTANAS DE VINYL TRANSPARENTE BRILLANTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/productos/12678.jpg
SELLO AUTO ENTINTABLE COLOP PRINTER 55-DATER,55 DATER,COLOP,,SELLO AUTO ENTINTABLE COLOP PRINTER 55-DATER SIN LEYENDA MEDIDA 6X4 CM,https://henki.com.mx/erp/shared_resources/productos/2683.jpg
CALCULADORA DE ESCRITORIO 12 DIGITOS KADIZZ,KK9633B,KADIZZ,,"CALCULADORA DE ESCRITORIO 12 DIGITOS KADIZZ MODELO KK9633B
",https://henki.com.mx/erp/shared_resources/productos/2688.jpg
PIZARRON PLANEADOR BLANCO ALFRA EVEREST,4142,ALFRA EVEREST,162.0,"PIZARRON PLANEADOR MENSUAL BLANCO ALFRA EVEREST MODELO 4142. SECCIONADO CON LOS DIAS DEL MES, OJILLO PARA SU COLOCACION INCLUYE 1 MARCADOR DE BORRADO EN SECO",https://henki.com.mx/erp/shared_resources/restore/1030frjxl9o57h.png
FOLDER TAMAÑO CARTA COLOR ROJO,PH0028,MAPASA,3.44,FOLDER TAMAÑO CARTA EN CARTULINA DE 175 GRAMOS HOT COLORS CON 1/2 CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22 X 29.5 CMS CAJA CON 100 PIEZAS COLOR ROJO MODELO PH0028 STARFILE,https://henki.com.mx/erp/shared_resources/productos/2698.jpg
FOLDER TAMAÑO OFICIO COLOR NARANJA,PH0045,MAPASA,4.69,FOLDER TAMAÑO OFICIO EN CARTULINA DE 175 GRAMOS HOT COLORS CON 1/2 CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22 X 34.5 CMS CAJA CON 100 PIEZAS COLOR NARANJA MODELO PH0045 STARFILE,https://henki.com.mx/erp/shared_resources/productos/2702.jpg
FOLDER TAMAÑO OFICIO COLOR ROJO,PH0046,MAPASA,5.57,FOLDER TAMAÑO OFICIO EN CARTULINA DE 175 GRAMOS HOT COLORS CON 1/2 CEJA Y PUNTAS REDONDEADAS PRESUAJADO PARA BROCHE MEDIDAS 22 X 34.5 CMS CAJA CON 100 PIEZAS COLOR ROJO MODELO PH0046 STARFILE,https://henki.com.mx/erp/shared_resources/productos/12703.jpg
CARPETA NEGRA PANORAMICA OKAMI T/CARTA HERRAJE O 1 PULGADA,OKAMICTANE1O,OKAMI,47.95,CARPETA NEGRA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 1 PULGADA HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE MATE CON SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/10316wppbtr4u6.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE O 1 PULGADA ,OKAMIOFI1O,OKAMI,60.79,CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 1 PULGADA HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/1071jrk5hfj1y9.jpg
CARPETA BLANCA PANORAMICA OKAMI T/OFICIO HERRAJE O 2 PULGADAS,OKAMIOFI2O,OKAMI,84.24,CARPETA BLANCA PANORAMICA OKAMI DE VINYL TAMAÑO OFICIO 2 PULGADAS HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/1072mcnfp988lf.jpg
LIQUIDO LIMPIADOR PARA PIZARRON MAGISTRAL AZOR,1834,AZOR,54.08,LIQUIDO LIMPIADOR PARA PIZARRON MAGISTRAL AZOR DE 237 ML FORMULA ANTIBACTERIAL,https://henki.com.mx/erp/shared_resources/restore/1080zxopfvr8zb.png
PIZARRON BLANCO MONARCH 90 CM X 120 CM ,MONARCH,MONARCH,,PIZARRON BLANCO MONARCH LANCELOT 90 CM X 120 CM MARCO ALUMINIO ANODIZADO PORTA PLUMON,https://henki.com.mx/erp/shared_resources/restore/1093v5v6s3cv41.jpg
PIZARRON DE CORCHO MONARCH 45 CM X 60 CM,LANCELOT,MONARCH,,PIZARRON DE CORCHO MONARCH LANCELOT 45 CM X 60 CM MARCO DE ALUMINIO ANODIZADO,https://henki.com.mx/erp/shared_resources/restore/1094pa3myo5zb4.jpg
SEPARADOR AVERY BLANCO 8 POSICIONES,11133,AVERY,40.37,"SEPARADOR AVERY BLANCO 8 POSICIONES PESTAÑAS DE COLOR CON NUMERO MODELO 11133, 1 JUEGO",https://henki.com.mx/erp/shared_resources/restore/11051lhl8gv5g0.jpg
MICA PROTECTORA DE HOJAS WILSON JONES P0571,P0571,WILSON JONES,189.81,MICA PROTECTORES DE HOJAS GRUESO WILSON JONES P0571 TRANSPARENTES,https://henki.com.mx/erp/shared_resources/restore/1108m8enedcdbj.jpg
ARILLO METALICO NEGRO 5/16 PERFEX ,112112050,PERFEX,56.08,ARILLO METALICO COLOR NEGRO 5/16 PERFEX CON 20 TIRAS,https://henki.com.mx/erp/shared_resources/restore/1111kafi0ucshl.jpg
PEGAMENTO INSTANTANEO RESISTOL 911 TRANSPARENTE,911,RESISTOL,28.38,PEGAMENTO INSTANTANEO RESISTOL 911 TRANSPARENTE LIQUIDO 2 GRS,https://henki.com.mx/erp/shared_resources/restore/1119k2a91asbfz.jpg
PEGAMENTO LIQUIDO BLANCO DIXON 30 GR,DIXON,DIXON,7.2,PEGAMENTO LIQUIDO BLANCO DIXON 30 GR,https://henki.com.mx/erp/shared_resources/images/noimage.png
REPUESTO DE AGENDA 2020,PONTOR,PONTOR,90.48,REPUESTO DE AGENDA EJECUTIVA 2020 CON ESPIRAL,https://henki.com.mx/erp/shared_resources/images/noimage.png
TABLA SUJETAPAPEL DE ACRILICO TAMAÑO OFICIO,PO-02-05,PETIGON,88.92,TABLA SUJETAPAPEL TAMAÑO OFICIO DE ACRILICO COLOR HUMO CON BROCHE METALICO MEDIDAS 22.5 X 38 CMS MODELO PO-02-05 PETIGON,https://henki.com.mx/erp/shared_resources/restore/1127l5tu9fmom7.jpg
ARCHIVO EXPANDIBLE CON LIGA CON 13 DIVISIONES ,F068,PENDAFLEX,169.63,ARCHIVO EXPANDIBLE PORTA DOCUMENTOS OFICIO CON CIERRE ELASTICO 13 DIVISIONES COLOR NEGRO MODELO F068,https://henki.com.mx/erp/shared_resources/restore/1128zj7fimqek5.jpg
DESPACHADOR PARA CINTA JANEL,48036039100,JANEL,108.03,DESPACHADOR PARA CINTA JANEL GRANDE PARA CINTAS DE 65 CM CLAVE 48036039100,https://henki.com.mx/erp/shared_resources/restore/11309k0ggv1bqu.jpg
ETIQUETA BLANCA INKJET AVERY PARA CD Y DVD ,8692,AVERY,323.71,ETIQUETA BLANCA INKJET AVERY PARA CD Y DVD MODELO 8692 CONTENIDO 40 ETIQUETAS,https://henki.com.mx/erp/shared_resources/images/noimage.png
REFUERZO KIEL BLANCO ,K15RB,KIEL,28.05,REFUERZO DE VINYL PARA CARPETA KIEL COLOR BLANCO BLANCO CON 210 PIEZAS,https://henki.com.mx/erp/shared_resources/restore/1131aer1n1gq2c.jpg
TARJETA BLANCA RAYADA OXFORD 5 X 8,51,OXFORD,34.58,TARJETA BLANCA RAYADA OXFORD 5 X 8 PAQUETE CON 100 TARJETAS MODELO 51,https://henki.com.mx/erp/shared_resources/restore/11338cdmcrf51r.jpg
REGLA METALICA MAPED 30 CM,bp14,MAPED,62.39,REGLA METALICA MAPED 30 CM,https://henki.com.mx/erp/shared_resources/restore/11368hjgj3swqo.jpg
DEDALES DE HULE AGUILA No 12,AGUILA,AGUILA,2.31,DEDALES DE HULE AGUILA No 12,https://henki.com.mx/erp/shared_resources/restore/1145kwutdc8gbq.png
GAFETE DE ACRILICO 9 X 11,HUERTA,HUERTA,19.49,GAFETE DE ACRILICO MEDIDA 9 CM ALTO X 11 CM ANCHO HORIZONTAL,https://henki.com.mx/erp/shared_resources/images/noimage.png
CARPETA NEGRA PANORAMICA OKAMI T/CARTA HERRAJE O 2 PULGADAS,OKAMICTANE2O,OKAMI,61.62,CARPETA NEGRA PANORAMICA OKAMI DE VINYL TAMAÑO CARTA 2 PULGADAS HERRAJE O TRES VENTANAS DE VINYL TRANSPARENTE SOLAPAS INTERIORES,https://henki.com.mx/erp/shared_resources/restore/11475dxtwq6nrf.jpg
DESPACHADOR PARA CINTA DE EMPAQUE 3 PULGADAS JANEL,4809014100,JANEL,212.13,DESPACHADOR PARA CINTA DE EMPAQUE 3 PULGADAS JANEL CLAVE 4809014100,https://henki.com.mx/erp/shared_resources/restore/1149nwyveiwhql.jpg
CINTA ADHESIVA 255  TUK 18X65,255,TUK,32.22,CINTA ADHESIVA 255 TUK CORTE FACIL ROLLO DE  18MM X 65M ,https://henki.com.mx/erp/shared_resources/restore/1185k4iivgnlds.jpg
BANDERITAS SEÑALIZADORAS NARANJAS,680-4,3M,47.31,BANDERITAS ADHESIVAS SEÑALIZADORAS DE PAGINA MEDIDA 25.4 X 43.2 MM DE PLASTICO COLOR NARANJAS DE 50 HOJAS MODELO 680-4 3M POST-IT,https://henki.com.mx/erp/shared_resources/restore/1204z3b6s7dwmz.jpg
LAPIZ ENTRENADOR BACO,ENTRENADOR,BACO,5.82,LAPIZ ENTRENADOR BACO TRIANGULAR JUMBO CAJA CON 10 PIEZAS GRADUADO HB N°2 NO TOXICO,https://henki.com.mx/erp/shared_resources/restore/1210qpq76fdpw8.jpg
FOLDER TAMAÑO CARTA COLOR AMARILLO ,11214,BEROKY,2.21,FOLDER TAMAÑO CARTA EN CARTULINA DE 175 GRAMOS CON MEDIA CEJA Y PUNTAS RECTAS MEDIDAS 23.5 X 29.5 CMS CAJA CON 100 PIEZAS COLOR AMARILLO BEROKY,https://henki.com.mx/erp/shared_resources/restore/1215ygbq1zg2ps.jpg
MICA ADHERIBLE TRANSFER 5 PUNTOS 66 CENTIMETROS X 15 METROS,MAT05R15,TRANSFER,398.14,ROLLO DE MICA ADHERIBLE TRANSPARENTE TRANSFER 5 PUNTOS MEDIDA 66 CM X 15 MTS ,https://henki.com.mx/erp/shared_resources/restore/1216y4fzzg6f6b.png
PERFORADORA MANUAL DE 1 ORIFICIO ACCO,P5432,ACCO,28.98,PERFORADORA MANUAL DE 1 ORIFICIO ACCO MODELO P5432 CAPACIDAD DE PERFORADO DE 5 HOJAS,https://henki.com.mx/erp/shared_resources/restore/1243v36bvk8gda.png
PIZARRON DE CORCHO MONARCH 90 CM X 120 CM ,LANCELOT,MONARCH,887.4,PIZARRON DE CORCHO MONARCH LANCELOT 90 CM X 120 CM MARCO DE ALUMINIO ANODIZADO ,https://henki.com.mx/erp/shared_resources/images/noimage.png
NOTAS ADHESIVAS 3X3 POP UP AMARILLA 6 PACK,R330-YW 6PK ,3M,93.88,"BLOCK DE NOTAS ADHESIVAS MEDIDA 76 MM X 76 MM (3"" X 3"") POP UP COLOR AMARILLA 6 PACK DE 100 HOJAS C/U 3M POST-IT",https://henki.com.mx/erp/shared_resources/restore/13173kslqed4vn.jpg
POSTE ALUMINIO KIEL 1 PULGADA,228672,KIEL,304.97,POSTE ALUMINIO KIEL 1 PULGADA 25 MM CON 100 PZAS,https://henki.com.mx/erp/shared_resources/restore/1335m8z5rnwsmz.jpg
LAPIZ ADHESIVO PELIFIX 10 GRAMOS,09051000,PELIKAN,6.12,"LAPIZ ADHESIVO PELIFIX 10 GRAMOS PEGA: PAPEL, CARTON, FOTOS, SIN SOLVENTES",https://henki.com.mx/erp/shared_resources/restore/1337akskg1bxgt.jpg
MOCHILA BACPACK BROBOTIX PARA LAPTOP,MOSCU,BROBOTIX,518.58,"MOCHILA PARA LAPTOP 15.6 PULGADAS BROBOTIX, MODELO MOSCU, COLOR NEGRO CON DETALLES AMARILLOS ",https://henki.com.mx/erp/shared_resources/restore/1362fsnzgs9tyt.jpg
