Enlace Internacional,Fecha,Hora,Cantidad de Energia Asignada de Importacion (MWh),Cantidad de Energia Asignada de Exportacion (MWh)
XULHA-BELICE,2022/07/19,22,0,47
XULHA-BELICE,2022/07/19,23,0,47
XULHA-BELICE,2022/07/19,24,0,44
CD INDUSTRIAL - LAREDO AMER,2022/07/20,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,2,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,5,68,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,6,6,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,19,5,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,20,10,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,21,81,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/20,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/20,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/20,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/20,1,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,3,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,4,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,5,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,6,0,120
TAPACHULA-LOS BRILLANTES,2022/07/20,7,0,140
TAPACHULA-LOS BRILLANTES,2022/07/20,8,0,128
TAPACHULA-LOS BRILLANTES,2022/07/20,9,0,170
TAPACHULA-LOS BRILLANTES,2022/07/20,10,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,11,0,239
TAPACHULA-LOS BRILLANTES,2022/07/20,12,0,239
TAPACHULA-LOS BRILLANTES,2022/07/20,13,0,239
TAPACHULA-LOS BRILLANTES,2022/07/20,14,0,222
TAPACHULA-LOS BRILLANTES,2022/07/20,15,0,229
TAPACHULA-LOS BRILLANTES,2022/07/20,16,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,17,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,18,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,19,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,20,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,21,0,195
TAPACHULA-LOS BRILLANTES,2022/07/20,22,0,225
TAPACHULA-LOS BRILLANTES,2022/07/20,23,0,145
TAPACHULA-LOS BRILLANTES,2022/07/20,24,0,145
XULHA-BELICE,2022/07/20,1,0,40
XULHA-BELICE,2022/07/20,2,0,52
XULHA-BELICE,2022/07/20,3,0,50
XULHA-BELICE,2022/07/20,4,0,48
XULHA-BELICE,2022/07/20,5,0,47
XULHA-BELICE,2022/07/20,6,0,46
XULHA-BELICE,2022/07/20,7,0,41
XULHA-BELICE,2022/07/20,8,0,42
XULHA-BELICE,2022/07/20,9,0,41
XULHA-BELICE,2022/07/20,10,0,44
XULHA-BELICE,2022/07/20,11,0,37
XULHA-BELICE,2022/07/20,12,0,37
XULHA-BELICE,2022/07/20,13,0,38
XULHA-BELICE,2022/07/20,14,0,37
XULHA-BELICE,2022/07/20,15,0,39
XULHA-BELICE,2022/07/20,16,0,41
XULHA-BELICE,2022/07/20,17,0,41
XULHA-BELICE,2022/07/20,18,0,43
XULHA-BELICE,2022/07/20,19,0,36
XULHA-BELICE,2022/07/20,20,0,37
XULHA-BELICE,2022/07/20,21,0,46
XULHA-BELICE,2022/07/20,22,0,48
XULHA-BELICE,2022/07/20,23,0,46
XULHA-BELICE,2022/07/20,24,0,47
CD INDUSTRIAL - LAREDO AMER,2022/07/21,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,2,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,5,48,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,6,48,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,7,48,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,8,26,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,19,43,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,20,65,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/21,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/21,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/21,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/21,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,8,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,9,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,10,0,160
TAPACHULA-LOS BRILLANTES,2022/07/21,11,0,239
TAPACHULA-LOS BRILLANTES,2022/07/21,12,0,235
TAPACHULA-LOS BRILLANTES,2022/07/21,13,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,14,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,15,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,16,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,17,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,18,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,19,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,20,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,21,0,125
TAPACHULA-LOS BRILLANTES,2022/07/21,22,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,23,0,100
TAPACHULA-LOS BRILLANTES,2022/07/21,24,0,100
XULHA-BELICE,2022/07/21,1,0,46
XULHA-BELICE,2022/07/21,2,0,53
XULHA-BELICE,2022/07/21,3,0,53
XULHA-BELICE,2022/07/21,4,0,52
XULHA-BELICE,2022/07/21,5,0,50
XULHA-BELICE,2022/07/21,6,0,49
XULHA-BELICE,2022/07/21,7,0,45
XULHA-BELICE,2022/07/21,8,0,44
XULHA-BELICE,2022/07/21,9,0,43
XULHA-BELICE,2022/07/21,10,0,39
XULHA-BELICE,2022/07/21,11,0,34
XULHA-BELICE,2022/07/21,12,0,37
XULHA-BELICE,2022/07/21,13,0,39
XULHA-BELICE,2022/07/21,14,0,38
XULHA-BELICE,2022/07/21,15,0,40
XULHA-BELICE,2022/07/21,16,0,41
XULHA-BELICE,2022/07/21,17,0,39
XULHA-BELICE,2022/07/21,18,0,42
XULHA-BELICE,2022/07/21,19,0,35
XULHA-BELICE,2022/07/21,20,0,38
XULHA-BELICE,2022/07/21,21,0,44
XULHA-BELICE,2022/07/21,22,0,44
XULHA-BELICE,2022/07/21,23,0,44
XULHA-BELICE,2022/07/21,24,0,46
CD INDUSTRIAL - LAREDO AMER,2022/07/22,1,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,2,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,3,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,4,89,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,5,59,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,6,59,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,7,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,8,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,19,54,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,20,64,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/22,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/22,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/22,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/22,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,8,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,9,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,10,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,11,0,125
TAPACHULA-LOS BRILLANTES,2022/07/22,12,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,13,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,14,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,15,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,16,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,17,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,18,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,19,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,20,0,107
TAPACHULA-LOS BRILLANTES,2022/07/22,21,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,22,0,147
TAPACHULA-LOS BRILLANTES,2022/07/22,23,0,100
TAPACHULA-LOS BRILLANTES,2022/07/22,24,0,100
XULHA-BELICE,2022/07/22,1,0,47
XULHA-BELICE,2022/07/22,2,0,51
XULHA-BELICE,2022/07/22,3,0,50
XULHA-BELICE,2022/07/22,4,0,48
XULHA-BELICE,2022/07/22,5,0,47
XULHA-BELICE,2022/07/22,6,0,46
XULHA-BELICE,2022/07/22,7,0,41
XULHA-BELICE,2022/07/22,8,0,42
XULHA-BELICE,2022/07/22,9,0,41
XULHA-BELICE,2022/07/22,10,0,36
XULHA-BELICE,2022/07/22,11,0,34
XULHA-BELICE,2022/07/22,12,0,37
XULHA-BELICE,2022/07/22,13,0,38
XULHA-BELICE,2022/07/22,14,0,37
XULHA-BELICE,2022/07/22,15,0,39
XULHA-BELICE,2022/07/22,16,0,41
XULHA-BELICE,2022/07/22,17,0,41
XULHA-BELICE,2022/07/22,18,0,43
XULHA-BELICE,2022/07/22,19,0,44
XULHA-BELICE,2022/07/22,20,0,45
XULHA-BELICE,2022/07/22,21,0,47
XULHA-BELICE,2022/07/22,22,0,47
XULHA-BELICE,2022/07/22,23,0,47
XULHA-BELICE,2022/07/22,24,0,47
CD INDUSTRIAL - LAREDO AMER,2022/07/23,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,2,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,5,51,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,6,51,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,7,51,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,8,41,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,9,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,10,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,13,19,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,14,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,15,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,16,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,17,35,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,18,35,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,19,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,20,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/23,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,15,0,20
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,16,0,20
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,17,0,18
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,19,0,20
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/23,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,19,0,0
