Enlace Internacional,Fecha,Hora,Cantidad de Energia Asignada de Importacion (MWh),Cantidad de Energia Asignada de Exportacion (MWh)
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/16,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/16,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/16,1,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,3,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,4,0,145
TAPACHULA-LOS BRILLANTES,2022/07/16,5,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,6,0,145
TAPACHULA-LOS BRILLANTES,2022/07/16,7,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,8,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,9,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,10,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,11,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,12,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,13,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,14,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,15,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,16,0,145
TAPACHULA-LOS BRILLANTES,2022/07/16,17,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,18,0,140
TAPACHULA-LOS BRILLANTES,2022/07/16,19,0,140
TAPACHULA-LOS BRILLANTES,2022/07/16,20,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,21,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,22,0,120
TAPACHULA-LOS BRILLANTES,2022/07/16,23,0,186
TAPACHULA-LOS BRILLANTES,2022/07/16,24,0,120
XULHA-BELICE,2022/07/16,1,0,43
XULHA-BELICE,2022/07/16,2,0,53
XULHA-BELICE,2022/07/16,3,0,53
XULHA-BELICE,2022/07/16,4,0,50
XULHA-BELICE,2022/07/16,5,0,49
XULHA-BELICE,2022/07/16,6,0,48
XULHA-BELICE,2022/07/16,7,0,44
XULHA-BELICE,2022/07/16,8,0,43
XULHA-BELICE,2022/07/16,9,0,37
XULHA-BELICE,2022/07/16,10,0,38
XULHA-BELICE,2022/07/16,11,0,35
XULHA-BELICE,2022/07/16,12,0,33
XULHA-BELICE,2022/07/16,13,0,35
XULHA-BELICE,2022/07/16,14,0,34
XULHA-BELICE,2022/07/16,15,0,33
XULHA-BELICE,2022/07/16,16,0,35
XULHA-BELICE,2022/07/16,17,0,34
XULHA-BELICE,2022/07/16,18,0,32
XULHA-BELICE,2022/07/16,19,0,30
XULHA-BELICE,2022/07/16,20,0,32
XULHA-BELICE,2022/07/16,21,0,38
XULHA-BELICE,2022/07/16,22,0,38
XULHA-BELICE,2022/07/16,23,0,37
XULHA-BELICE,2022/07/16,24,0,46
CD INDUSTRIAL - LAREDO AMER,2022/07/17,1,79,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,2,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,3,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,4,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,5,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,6,22,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,7,22,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,8,22,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,19,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,20,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/17,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,4,22,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,5,24,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,6,31,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,7,34,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,8,31,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,13,0,90
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,14,0,90
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,15,0,70
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,16,0,60
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,17,0,60
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,18,0,50
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,19,0,50
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,20,0,53
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/17,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/17,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/17,1,0,120
TAPACHULA-LOS BRILLANTES,2022/07/17,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/17,3,0,145
TAPACHULA-LOS BRILLANTES,2022/07/17,4,0,145
TAPACHULA-LOS BRILLANTES,2022/07/17,5,0,145
TAPACHULA-LOS BRILLANTES,2022/07/17,6,0,145
TAPACHULA-LOS BRILLANTES,2022/07/17,7,0,145
TAPACHULA-LOS BRILLANTES,2022/07/17,8,0,185
TAPACHULA-LOS BRILLANTES,2022/07/17,9,0,185
TAPACHULA-LOS BRILLANTES,2022/07/17,10,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,11,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,12,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,13,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,14,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,15,0,202
TAPACHULA-LOS BRILLANTES,2022/07/17,16,0,185
TAPACHULA-LOS BRILLANTES,2022/07/17,17,0,210
TAPACHULA-LOS BRILLANTES,2022/07/17,18,0,185
TAPACHULA-LOS BRILLANTES,2022/07/17,19,0,185
TAPACHULA-LOS BRILLANTES,2022/07/17,20,0,221
TAPACHULA-LOS BRILLANTES,2022/07/17,21,0,120
TAPACHULA-LOS BRILLANTES,2022/07/17,22,0,120
TAPACHULA-LOS BRILLANTES,2022/07/17,23,0,120
TAPACHULA-LOS BRILLANTES,2022/07/17,24,0,120
XULHA-BELICE,2022/07/17,1,0,47
XULHA-BELICE,2022/07/17,2,0,54
XULHA-BELICE,2022/07/17,3,0,54
XULHA-BELICE,2022/07/17,4,0,53
XULHA-BELICE,2022/07/17,5,0,50
XULHA-BELICE,2022/07/17,6,0,49
XULHA-BELICE,2022/07/17,7,0,43
XULHA-BELICE,2022/07/17,8,0,0
XULHA-BELICE,2022/07/17,9,0,0
XULHA-BELICE,2022/07/17,10,0,0
XULHA-BELICE,2022/07/17,11,0,0
XULHA-BELICE,2022/07/17,12,0,0
XULHA-BELICE,2022/07/17,13,0,0
XULHA-BELICE,2022/07/17,14,0,0
XULHA-BELICE,2022/07/17,15,0,0
XULHA-BELICE,2022/07/17,16,0,0
XULHA-BELICE,2022/07/17,17,0,32
XULHA-BELICE,2022/07/17,18,0,31
XULHA-BELICE,2022/07/17,19,0,31
XULHA-BELICE,2022/07/17,20,0,31
XULHA-BELICE,2022/07/17,21,0,38
XULHA-BELICE,2022/07/17,22,0,38
XULHA-BELICE,2022/07/17,23,0,38
XULHA-BELICE,2022/07/17,24,0,37
CD INDUSTRIAL - LAREDO AMER,2022/07/18,1,57,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,2,57,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,3,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,4,47,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,5,22,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,6,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,19,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,20,20,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,21,30,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/18,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/18,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/18,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/18,1,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,3,0,140
TAPACHULA-LOS BRILLANTES,2022/07/18,4,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,5,0,129
TAPACHULA-LOS BRILLANTES,2022/07/18,6,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,7,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,8,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,9,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,10,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,11,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,12,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,13,0,200
TAPACHULA-LOS BRILLANTES,2022/07/18,14,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,15,0,141
TAPACHULA-LOS BRILLANTES,2022/07/18,16,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,17,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,18,0,151
TAPACHULA-LOS BRILLANTES,2022/07/18,19,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,20,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,21,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,22,0,120
TAPACHULA-LOS BRILLANTES,2022/07/18,23,0,145
TAPACHULA-LOS BRILLANTES,2022/07/18,24,0,140
XULHA-BELICE,2022/07/18,1,0,34
XULHA-BELICE,2022/07/18,2,0,53
XULHA-BELICE,2022/07/18,3,0,50
XULHA-BELICE,2022/07/18,4,0,48
XULHA-BELICE,2022/07/18,5,0,48
XULHA-BELICE,2022/07/18,6,0,47
XULHA-BELICE,2022/07/18,7,0,43
XULHA-BELICE,2022/07/18,8,0,44
XULHA-BELICE,2022/07/18,9,0,30
XULHA-BELICE,2022/07/18,10,0,37
XULHA-BELICE,2022/07/18,11,0,35
XULHA-BELICE,2022/07/18,12,0,37
XULHA-BELICE,2022/07/18,13,0,38
XULHA-BELICE,2022/07/18,14,0,37
XULHA-BELICE,2022/07/18,15,0,39
XULHA-BELICE,2022/07/18,16,0,40
XULHA-BELICE,2022/07/18,17,0,38
XULHA-BELICE,2022/07/18,18,0,45
XULHA-BELICE,2022/07/18,19,0,37
XULHA-BELICE,2022/07/18,20,0,38
XULHA-BELICE,2022/07/18,21,0,46
XULHA-BELICE,2022/07/18,22,0,47
XULHA-BELICE,2022/07/18,23,0,46
XULHA-BELICE,2022/07/18,24,0,43
CD INDUSTRIAL - LAREDO AMER,2022/07/19,1,52,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,2,52,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,3,20,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,4,20,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,5,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,6,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,19,10,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,20,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,21,62,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,22,67,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/19,24,67,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/19,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/19,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/19,1,0,145
TAPACHULA-LOS BRILLANTES,2022/07/19,2,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,3,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,4,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,5,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,6,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,7,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,8,0,140
TAPACHULA-LOS BRILLANTES,2022/07/19,9,0,140
TAPACHULA-LOS BRILLANTES,2022/07/19,10,0,165
TAPACHULA-LOS BRILLANTES,2022/07/19,11,0,204
TAPACHULA-LOS BRILLANTES,2022/07/19,12,0,204
TAPACHULA-LOS BRILLANTES,2022/07/19,13,0,191
TAPACHULA-LOS BRILLANTES,2022/07/19,14,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,15,0,204
TAPACHULA-LOS BRILLANTES,2022/07/19,16,0,180
TAPACHULA-LOS BRILLANTES,2022/07/19,17,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,18,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,19,0,130
TAPACHULA-LOS BRILLANTES,2022/07/19,20,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,21,0,170
TAPACHULA-LOS BRILLANTES,2022/07/19,22,0,146
TAPACHULA-LOS BRILLANTES,2022/07/19,23,0,120
TAPACHULA-LOS BRILLANTES,2022/07/19,24,0,120
XULHA-BELICE,2022/07/19,1,0,39
XULHA-BELICE,2022/07/19,2,0,54
XULHA-BELICE,2022/07/19,3,0,53
XULHA-BELICE,2022/07/19,4,0,51
XULHA-BELICE,2022/07/19,5,0,50
XULHA-BELICE,2022/07/19,6,0,48
XULHA-BELICE,2022/07/19,7,0,45
XULHA-BELICE,2022/07/19,8,0,45
XULHA-BELICE,2022/07/19,9,0,41
XULHA-BELICE,2022/07/19,10,0,34
XULHA-BELICE,2022/07/19,11,0,31
XULHA-BELICE,2022/07/19,12,0,33
XULHA-BELICE,2022/07/19,13,0,35
XULHA-BELICE,2022/07/19,14,0,34
XULHA-BELICE,2022/07/19,15,0,36
XULHA-BELICE,2022/07/19,16,0,37
XULHA-BELICE,2022/07/19,17,0,34
XULHA-BELICE,2022/07/19,18,0,36
XULHA-BELICE,2022/07/19,19,0,27
XULHA-BELICE,2022/07/19,20,0,39
XULHA-BELICE,2022/07/19,21,0,47
