Summoner Name,W/L,Date,Duration (min),K,D,A,KDA,CS
IvanRomeroEnFB,Defeat,2020-07-23,23,5,8,4,1.12,78
IvanRomeroEnFB,Defeat,2020-07-23,37,2,6,10,2.0,178
IvanRomeroEnFB,Victory,2020-04-10,30,2,6,14,2.67,149
IvanRomeroEnFB,Victory,2020-04-08,30,5,1,11,16.0,152
IvanRomeroEnFB,Victory,2020-04-08,27,7,2,6,6.5,158
IvanRomeroEnFB,Victory,2020-04-08,42,4,6,10,2.33,242
IvanRomeroEnFB,Defeat,2020-04-01,32,5,4,6,2.75,179
IvanRomeroEnFB,Victory,2020-04-01,22,5,2,10,7.5,115
IvanRomeroEnFB,Victory,2020-03-31,37,8,6,9,2.83,256
IvanRomeroEnFB,Defeat,2020-03-31,26,1,4,7,2.0,144
IvanRomeroEnFB,Victory,2020-03-31,25,2,1,6,8.0,146
IvanRomeroEnFB,Defeat,2020-03-31,34,5,8,12,2.12,164
IvanRomeroEnFB,Defeat,2020-03-31,23,1,6,1,0.33,159
IvanRomeroEnFB,Victory,2020-03-31,31,4,4,17,5.25,74
IvanRomeroEnFB,Victory,2020-03-31,34,5,3,23,9.33,142
