Summoner Name,W/L,Date,Duration (min),K,D,A,KDA,CS
Rage,Victory,2020-04-23,23,10,2,13,11.5,185
Rage,Victory,2020-04-23,19,12,4,7,4.75,128
Rage,Victory,2020-04-23,15,4,2,8,6.0,104
Rage,Victory,2020-04-23,24,11,0,17,28.0,134
Rage,Victory,2020-04-23,19,6,3,2,2.67,131
Rage,Victory,2020-04-23,25,14,4,10,6.0,208
Rage,Victory,2020-04-22,29,0,4,32,8.0,60
Rage,Victory,2020-04-22,25,8,5,8,3.2,174
Rage,Victory,2020-04-22,16,4,2,9,6.5,146
Rage,Victory,2020-04-22,25,12,4,7,4.75,147
